SKU,ISBN,Format,Author,Publisher,PublicationDate,Title,Pages,Edition,DimsHeight,DimsWidth,DimsLength,DimsWeight,Language,ItemDescription,Binding,Condition,Price,Quantity,ImageUrl,category,subcategory
642656,9781853261862,Paperback,"Rex Collings","Wordsworth Editions Ltd",3/4/1996 12:00:00 AM,"Classic Victorian and Edwardian Ghost Stories (642656)",304,,12,124,195,204,,"A selection of ghost stories.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_449603_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Horror & Ghost Stories"
966614,9780718144845,Hardcover,"Jamie Oliver","Penguin Books Ltd",9/3/2001 12:00:00 AM,"Happy Days with the Naked Chef (966614)",320,,27,196,253,1226,,"Contains recipes for different occasions. This book features healthy food portable grub one-pot meals ideas for cooking for two or with kids or food that is cheap as chips. It looks at fridge friends (various snacky things that can be kept in the fridge).",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_637511_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Cookery / Food & Drink etc"
966626,9780285633797,Paperback,"Jackie Habgood","Profile Books Ltd",5/22/1997 12:00:00 AM,"The Hay Diet Made Easy (966626)",158,,12,135,213,180,,"Devised in the early part of this century the Hay diet became known as food combining. It is based on the idea that separating protein meals from carbohydrate meals helps the body digest food more easily. This book explains simply the principles behind this diet.",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_257787_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Health Family & Lifestyle:Family & Health"
966636,9780141304878,Paperback,"Adeline Yen Mah","Penguin Random House Children's UK",9/2/1999 12:00:00 AM,"Chinese Cinderella (966636)",256,,22,129,196,181,,"Jung-ling's family considers her bad luck because her mother died giving birth to her. They discriminate against her and make her feel unwanted yet she yearns and continuously strives for her parents' love. Her stepmother is vindictive and cruel and her father dismissive. Jung-ling blossoms in spite of everything.",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_249134_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage: General Non-Fiction"
966645,9780007339617,Paperback,"Michael Morpurgo","HarperCollins Publishers",9/29/2011 12:00:00 AM,"Shadow (966645)",288,,32,127,197,270,,"<p>  A powerful novel from Michael Morpurgo the nation's favourite storyteller...</p>  ",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_86152_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
966721,9780721441818,Paperback,"","Penguin Random House Children's UK",9/30/1993 12:00:00 AM,"Winnie the Pooh's Christmas Book (966721)",48,,10,206,254,322,,"It's Christmas Eve and snow has just begun to fall in the Hundred Acre Wood. Everything seems perfect yet Pooh feels that something is missing. If only he could remember what it was.",Paperback,Used; Good,3.49,2,,"Children's Books","Children's / Teenage Fiction & True Stories"
966741,9781853260209,Paperback,"Charlotte Bronte","Wordsworth Editions Ltd",5/5/1992 12:00:00 AM,"Jane Eyre (966741)",404,,29,126,196,278,,"Ranked as one of the greatest and most perennially popular works of English fiction this title portrays the heroine who although poor and of plain appearance possesses an indomitable spirit a sharp wit and great courage. She is forced to battle against the exigencies of a cruel guardian a harsh employer and a rigid social order.",Paperback,Used; Good,3.49,11,http://choicetextileimages.blob.core.windows.net/img-1/stand_45591_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
966080,9780903505352,Paperback,"D. G. Hessayon","Transworld Publishers Ltd",10/1/1993 12:00:00 AM,"The New House Plant Expert (966080)",256,,24,184,235,755,,"A book that teaches people to choose and care for their indoor plants.",Paperback,Used; Good,3.49,10,http://choicetextileimages.blob.core.windows.net/img-1/stand_366220_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Gardening"
966100,9781406302158,Paperback,"Mcdonald Megan","Walker Books Ltd",7/3/2006 12:00:00 AM,"Jm Bk 2: Judy Moody Gets Famous (Old Ed (966100)",144,,14,134,180,142,,"Good moods bad moods can't-stand-Jessica-Finch moods - Judy Moody has a mood for every occasion. This time Judy's in a jealous mood - jealous of Jessica Finch who has got her picture on the front page of the newspaper. So Judy sets off in pursuit of her own fame and fortune. But she'd better watch out.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_384329_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
966112,9781780334837,Hardcover,"Jen Campbell","Little Brown Book Group",3/26/2012 12:00:00 AM,"Weird Things Customers Say in Bookshops (966112)",128,,13,137,205,200,,"From the hugely popular blog a miscellany of hilarious and peculiar bookshop moments.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_743099_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Humour"
966120,9780192838414,Paperback,"Wilkie Collins","Oxford University Press",3/25/1999 12:00:00 AM,"The Dead Secret (966120)",416,,20,128,192,276,,"Moments from death Mrs Treverton tells a secret never to be passed to her husband. Years later when her daughter Rosamond returns with her blind husband she is warned not to enter the Myrtle Room. Strong-minded and ingenious Rosamond's determined detective work uncovers a shocking truth.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_71886_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Classic Fiction (Pre C 1945)"
966139,9780141044330,Paperback,"Chris Kuzneski","Penguin Books Ltd",9/29/2011 12:00:00 AM,"The Death Relic (966139)",512,,33,128,197,351,,"The New World 1545... Vanquished by the Spanish Empire little remains of the Aztec and Mayan civilizations. From the ashes of their cities a unified legend emerges: the Christians who conquered them possessed a mysterious object an artifact so powerful - so deadly - that it was known throughout the Americas as 'the death relic.'",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_554726_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Thriller / Suspense"
966209,9780140278767,Paperback,"Gabriel Garcia Marquez","Penguin Books Ltd",9/3/1998 12:00:00 AM,"One Hundred Years of Solitude (966209)",432,,32,110,180,240,,"This magical realist novel tells the history of the Buendias family the founders of Macondo a remote South American settlement. In the world of the novel there is a Spanish galleon beached in the jungle a flying carpet and an iguana in a woman's womb.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_217654_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
966220,9780007284146,Paperback,"Tom Knox","HarperCollins Publishers",3/5/2009 12:00:00 AM,"The Genesis Secret (966220)",530,,35,109,172,270,,"<p>  A gripping high-concept thriller for fans of Dan Brown and Sam Bourne.</p>  ",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_207829_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Thriller / Suspense"
966269,9780753825853,Paperback,"Jennifer Worth","Orion Publishing Co",1/22/2009 12:00:00 AM,"Shadows Of The Workhouse (966269)",312,,28,128,196,296,,"A fascinating slice of East End life from the No.1 bestsellilng author of CALL THE MIDWIFE soon to be a major BBC TV series.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_341781_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Memoirs"
966322,9780340834091,Paperback,"Stephen Leather","Hodder & Stoughton",8/15/2005 12:00:00 AM,"Soft Target (966322)",528,,39,112,176,280,,"The second hard-hitting action thriller featuring undercover policeman Dan 'Spider' Shepherd.",Paperback,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_280875_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Crime & Mystery"
966361,9780385608367,Hardcover,"Jacqueline Wilson","Penguin Random House Children's UK",10/3/2005 12:00:00 AM,"Love Lessons (966361)",272,,30,142,218,417,,"Fourteen-year-old Prue and her sister Grace have been educated at home by their father. After his death they were sent to the local comp. Prue develops affection towards the Art teacher Rax and begins to realise that perhaps he feels the same. But he can't act upon them can he? This book is a portrait of a forbidden relationship for teenagers.",Hardcover,Used; Good,3.49,5,http://choicetextileimages.blob.core.windows.net/img-1/stand_270386_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
966365,9780670840502,Hardcover,"Barbara Vine","Penguin Books Ltd",8/19/1991 12:00:00 AM,"King Solomon's Carpet (966365)",368,,36,158,230,691,,"Jarvis lives in a crumbling house with a view of the Jubilee Line: he loves the tube with all its secrets - its hidden tunnels its mysterious ""ghost"" stations its incidents and accidents which he records. He lives in a house which was once a school but now he lets out rooms.",Hardcover,Used; Good,3.49,1,,"Fiction","Crime & Mystery"
966388,9780955330827,Paperback,"Moritz Steiger","monstermedia",12/21/2011 12:00:00 AM,"Independent London Store Guide (966388)",308,3,20,148,150,399,,"This title is a revised edition of London's best independent shops. The book shows how independent shops are often the only outlet for small artisan creators and are a key indicator of local social diversity and the front line against global mono culture.",Paperback,Used; Good,3.49,1,,"Non-fiction","Sports Hobbies & Games:Lifestyle & Personal Style Guides"
966402,9780007285976,Paperback,"Rosie Thomas","HarperCollins Publishers",3/1/2012 12:00:00 AM,"The Kashmir Shawl (966402)",512,,36,128,194,340,,"<strong>  For fans of The Tea-Planter's Wife and Victoria Hislop comes a gripping story of doomed love and secrets in 1940s Kashmir.</strong>  ",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_221488_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
966425,9780906320167,Paperback,"Deh-ta Hsiung","Sundial",1/1/1980 12:00:00 AM,"Chinese Cooking (St. Michael Cookery Library (966425)",80,,12,216,280,540,,,Paperback,Used; Good,3.49,1,,"General",""
963849,9780140431025,Paperback,"Jane Austen","Penguin Books Ltd",11/28/1974 12:00:00 AM,"Lady Susan the Watsons Sanditon (963849)",224,,16,127,196,168,,"Collects three lesser-known works by one of the nineteenth century's greatest authors: ""Lady Susan"" ""The Watsons"" and ""Sanditon"". This book examines the works in the context of her major novels and her life and discusses the social background of her fiction.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_552826_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Classic Fiction (Pre C 1945)"
963902,9780007145485,Paperback,"Louise Nicholson","HarperCollins Publishers",10/21/2002 12:00:00 AM,"The Best Baby Name Book (963902)",304,,24,154,192,474,,"<p>  New design and format for this excellent bumper size baby name guide.</p>            <p>  The new edition is updated to include popular new names such as Britney Lourdes Harley.</p>  ",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_225567_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Health Family & Lifestyle:Family & Health"
963969,9781741048896,Paperback,"Ginger Otis","Lonely Planet Publications Ltd",9/1/2008 12:00:00 AM,"New York City (963969)",464,,25,121,193,295,,,Paperback,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_416421_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
964068,9780712630269,Hardcover,"Anne Willan","Ebury Publishing",2/9/1989 12:00:00 AM,"French Regional Cooking (964068)",320,,30,170,289,1150,,"Dishes unique to the 12 regions of provincial France such as Normandy Provence and Languedoc are presented in this book which adapts the recipes so that they can be reproduced authentically outside France. The traditional specialities of each region are described and illustrated in colour.",Hardcover,Used; Good,3.49,1,,"Non-fiction","Sports Hobbies & Games:Cookery / Food & Drink etc"
964114,9780091937874,Paperback,"Marc Abraham","Ebury Publishing",3/3/2011 12:00:00 AM,"Vet on Call (964114)",336,,33,125,197,229,,"<p>  When his father sat him down and told him to 'make something' of himself young vet Marc Abraham decided to do it the hard way - by setting up an emergency 'out of hours' clinic.</p>  ",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_220740_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Biography: General"
964251,9781849832038,Paperback,"Milly Johnson","Simon & Schuster Ltd",9/29/2011 12:00:00 AM,"An Autumn Crush (964251)",432,,28,128,194,322,,"Four friends two crushes and a secret that will turn everything upside-down... The sparkling new novel from the bestselling author of A Summer Fling",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_191318_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
964421,9780091939229,Paperback,"Katia Lief","Ebury Publishing",2/2/2012 12:00:00 AM,"Five Days to Die (964421)",448,,30,126,196,302,,"<p>  <b>  <i>  Your time is up...</i>  </b>  <br />  <br />  Emily Parker is missing kidnapped from a car park in broad daylight and the police are clueless as to her whereabouts.<br />  <br />  The only man her family can turn to for help is retired FBI profiler John Geary. And Geary knows that there's much worse to come....<br />  <br />  Emily has five days left.</p>  ",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_144468_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Crime & Mystery"
964428,9780140620221,Paperback,"Jane Austen","Penguin Books Ltd",2/24/1994 12:00:00 AM,"Pride and Prejudice (964428)",304,,24,112,180,167,,"When Elizabeth Bennet first meets eligible bachelor Fitzwilliam Darcy she thinks him arrogant and conceited; he is indifferent to her good looks and lively mind. This novel shows the folly of judging by first impressions and evokes the friendships gossip and snobberies of provincial middle-class life.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_551279_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
964502,9780593015636,Paperback,"David Eddings","Transworld Publishers Ltd",5/18/1989 12:00:00 AM,"Demon Lord of Karanda (964502)",384,,30,134,208,414,,,Paperback,Used; Good,3.49,1,,"Fiction","Fantasy"
964557,9780330103046,Paperback,"Georgette Heyer","Pan Macmillan",1/1/1964 12:00:00 AM,"The Convenient Marriage (964557)",236,,15,111,172,142,,"When the most eligible Earl of Rule offers for the hand of the beauty of the Winwood family he has no idea of the stress he causes his intended.",Paperback,Used; Good,4.05,1,,"Fiction","Romance"
964636,9780141033556,Paperback,"Peter Roche","Penguin Books Ltd",8/23/2007 12:00:00 AM,"Unloved (964636)",352,,35,127,196,245,,"A story of the author who was brought up in South London by violent and abusive parents and knew only cruelty neglect starvation and squalor. It tells that he searched dustbins for food and slept rough when he couldn't face going home. It presents a harrowing account of a shattered childhood.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_239391_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Biography: General"
964844,9780340896969,Hardcover,"David Nicholls","Hodder & Stoughton",6/11/2009 12:00:00 AM,"One Day (964844)",448,,40,138,218,570,,"ONE DAY is a funny poignant novel that brilliantly captures the experiences of a generation from the bestselling author of STARTER FOR TEN.",Hardcover,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_271260_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
964907,9780747241126,Paperback,"Josephine Cox","Headline Publishing Group",9/2/1993 12:00:00 AM,"Jessica's Girl (964907)",576,,44,114,168,360,,"<p>  Phoebe must endure horror and heartache but can she dare to hope for happiness?</p>  ",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_131752_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Sagas"
964909,9780755301140,Paperback,"Simon Scarrow","Headline Publishing Group",7/5/2004 12:00:00 AM,"The Eagle and the Wolves (Eagles of the Empire 4) (964909)",448,,34,114,174,236,,"A dangerous mission awaits the two heroes of the Roman army in the fourth novel in Simon Scarrow's popular Roman series.",Paperback,Used; Good,3.49,11,http://choicetextileimages.blob.core.windows.net/img-1/stand_232363_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
965745,9780007345632,Paperback,"Lindsey Kelk","HarperCollins Publishers",6/9/2011 12:00:00 AM,"The Single Girl's To-Do List (965745)",400,,32,129,196,250,,"<strong>  Don't miss this laugh out loud romantic comedy from the <em>  Sunday Times</em>   bestselling author of the I Heart series...</strong>  ",Paperback,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_861311_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
965766,9780091819569,Paperback,"Jack Canfield","Ebury Publishing",12/12/1998 12:00:00 AM,"Chicken Soup For The Soul (965766)",320,,30,135,215,316,,"The stories demonstrate the best qualities we share as human beings: compassion grace forgiveness generosity and faith and they share a collected wisdom on love parenting teaching death and the overcoming of obstacles.<br />  <br />  The Chicken Soup series has touched the lives of millions of people worldwide.",Paperback,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_858466_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Literature & Literary Studies:Anthologies (Non-Poetry)"
965815,8601404273971,Paperback,"Michael Morpurgo","HarperCollinsChildren'sBooks",6/2/2008 12:00:00 AM,"Born To Run (965815)",240,,25,130,198,228,,,Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_846820_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"General",""
965844,9781861057990,Hardcover,"Jo Swinnerton","Pavilion Books",10/21/2004 12:00:00 AM,"The London Companion (965844)",160,,20,124,186,250,,"<p>  If you think that London is the greatest city in the world but could do with some evidence to back you up this is the book you need. Within these pages are hundreds of facts figures stories quotes jokes and extraordinary anecdotes about London from its earliest times right up to the present day. </p>  ",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_461838_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
965866,9780330264129,Paperback,"Wilbur Smith","Pan Macmillan",5/8/1998 12:00:00 AM,"A Falcon Flies (965866)",704,,38,114,175,354,,"Classic adventure from Wilbur Smith.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_145156_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Thriller / Suspense"
965871,9781409103127,Paperback,"Matthew Reilly","Orion Publishing Co",11/25/2010 12:00:00 AM,"The Five Greatest Warriors (965871)",544,,38,130,196,375,,"The end is approaching ... Can Jack West unravel the ancient secrets of the Five Greatest Warriors and save the world?",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_137658_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Thriller / Suspense"
965897,9781857822014,Paperback,"Martin McGartland","John Blake Publishing Ltd",2/1/1998 12:00:00 AM,"Fifty Dead Men Walking (965897)",320,,26,106,174,175,,"Brought up a strong Catholic in Belfast Mar tin McGartland decided to help put a stop to the cruelty of the IRA. He worked as a British agent inside the IRA and is reported to have saved the lives of over fifty people. This book tells his story.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_75555_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Biography: General"
965981,9780141007335,Paperback,"Nick Hornby","Penguin Books Ltd",4/4/2002 12:00:00 AM,"About a Boy (965981)",288,,18,112,181,159,,"At thirty-six he's as hip as a teenager. He's single child-free goes to the right clubs and knows which trainers to wear. He's also found a great way to score with women: attend single parents' groups full of available mothers all hoping to meet a Nice Guy. Which is how Will meets Marcus the oldest twelve-year-old on the planet.",Paperback,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_173374_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
965988,9780207196140,Hardcover,"Matthew Flinders","HarperCollins Publishers (Australia) Pty Ltd",8/1/1997 12:00:00 AM,"Trim (965988)",51,New edition,12,106,158,125,,"Trim was a much-loved cat who accompanied Matthew Flinders on several of his voyages. Trim was to sail on four ships with Flinders travelling from the Cape of Good Hope to Botany Bay to England and back to Sydney Town. Flinders wrote Trim's story whilst being held by the French in Mauritius.",Hardcover,Used; Good,10.46,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_197418_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Literature & Literary Studies:Prose: Non-Fiction"
966004,9781444730142,Paperback,"Elizabeth George","Hodder & Stoughton",9/13/2012 12:00:00 AM,"Believing the Lie (966004)",688,,45,129,187,475,,"Elizabeth George's masterly novel sees Detective Inspector Thomas Lynley back centre stage in an intricate crime drama",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_310540_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Crime & Mystery"
966013,9781902842325,Paperback,,"J Salmon Ltd",6/1/2001 12:00:00 AM,"Scottish Meat Recipes (966013)",48,,6,116,164,18,,,Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_129282_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Cookery / Food & Drink etc"
966068,9780852237564,Hardcover,"Brian Braithwaite","Ebury Publishing",10/12/1989 12:00:00 AM,"""Good Housekeeping"" Christmas Book (966068)",192,,24,226,300,1057,,"This nostalgic record of bygone days features material from the Christmas issues of ""Good Housekeeping"" magazine 1922 to 1962. Recipes fables gift ideas and articles by writers such as Somerset Maugham and Rose Macaulay provide a panoramic view of changing attitudes fashions and lifestyles.",Hardcover,Used; Good,3.49,1,,"Non-fiction","Sports Hobbies & Games:Cookery / Food & Drink etc"
966069,9780751535402,Paperback,"Nicholas Sparks","Little Brown Book Group",10/9/2003 12:00:00 AM,"The Guardian (966069)",464,,34,108,174,245,,"* Written with electrifying intensity and riveting suspense. THE GUARDIAN is an explosive and emotional tale of betrayal and obsession.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_7480_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
966151,9780553824414,Paperback,"Lee Child","Transworld Publishers Ltd",4/9/2009 12:00:00 AM,"Nothing To Lose (966151)",544,,44,128,196,372,,"Two small towns in Colorado: Hope and Despair. Between them nothing but twelve miles of empty road. Jack Reacher can't find a ride so he walks. All he wants is a cup of coffee. What he gets are four redneck deputies who want to run him out of town.",Paperback,Used; Good,3.49,10,http://choicetextileimages.blob.core.windows.net/img-1/stand_72890_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Thriller / Suspense"
966784,9781846057991,Hardcover,"Ross Kemp","Cornerstone",10/14/2010 12:00:00 AM,"Warriors (966784)",336,,33,149,236,616,,"The author has encountered conflict and warfare the world over broadcasting from some of the most volatile military hot-zones. This book is his personal tribute to some of the most remarkable men and women to have served in the British Armed Forces during the two World Wars many of them unsung or forgotten.",Hardcover,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_438349_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Society & Social Sciences:Warfare & Defence"
